dato,predicciones
voto masivo este 2 de junio por las dos claudias que siga 4t que viva morena todos planc,positivo
que ganas que energia que pasion en hora buena proxima gobernadora constitucional de jalisco,positivo
nuestra proxima presidenta tiene 2 nombresel primero es claudia sheinbaum y el segundo es isela pelais prianistas,positivo
ya llego la 4tvengatodoscon morenaviva claudia delgadillo,negativo
ni un voto ha morena partido de sinverguenzas,negativo
vamos por el plan c claro que si viva las 2 claudias vamos por jalisco viva nuestro presidente andres manuel lopez obrador viva morena viva la 4t viva mexico  aunque les arda,positivo
arriba el morepri  fuchi kaka  fuera las claudias  4t a la vernoooo,negativo
vamos con las claudias y con kleopatra,negativo
prefiero comer,negativo
mentiras mentiras mentiras,negativo
 es claudia delgadillo en jalisco animo la cuarta transformacion llega a jaliscovamos juntos vamos unidos con la cuarta transformacion de  mexicosomos mayorias,positivo
claudia gobernadora,negativo
la apoyo,positivo
la apoyo,positivo
distrito18conenrique,negativo
claudia gobernadora 2024,positivo
la apoyo,positivo
claudiasheinbaumpresidentaclaudiadelgadillogobernadoradanielgarciacoordinadordetemaseducativos ver mas,negativo
jalisco es morena,negativo
seguimos con morena y la 4t,negativo
lo bueno esta por venir conmorena,negativo
que le cuenta el epn le instruyo bien para que brincara a morena y continuara con el saqueo ,negativo
morena morena,negativo
amloelmejorpresidente claudiasheinbaumpresidenta2024 claudiadelgadillogobernadora la apoyo danielgarciacoordinadordetemaseducativos,positivo
viva morena ,negativo
viva morena viva la 4 t viva claudia delgadillo viva morena viva amlo viva mexico viva la doctora claudia,positivo
a ganar con el tren de la transformacion,negativo
marta arizmendi el tren de la transformacion en tonala con marta estela arizmendi fombona sergio chavez juan carlos villarreal viene con todo el corazon  de tonala  viva la 4t en tonala mas que nunca claudia sheinbaum claudia delgadillo,negativo
la apoyo megaalinza danielgarciacoordinadordetemaseducativos claudiadelgadillogobernadora,positivo
y que siga la transformacion en tonala con claudia delgadillo y sergio chavez,negativo
contagian su entusiasmo y amor por tonala es un honor tener lideres como ustedes que buscan lo mejor para nuestra comunidad adelante con eltrendelatransformacion,negativo
cierto a subirnos al tren de la transformacion y la 4t y morena con claudia sheinbaum,negativo
es impresionante ver como el amor y la honestidad pueden realmente marcar la diferencia gracias por todo lo que hacen por tonala eltrendelatransformacion no se detiene,positivo
increible labor claudia y equipo tonala realmente se esta transformando gracias a su esfuerzo y dedicacion que siga la transformacion,positivo
el tren de la transformacion  con claudia sheinbaum  claudia delgadillo  sergio chavez  marta arizmendi  y las dos federales  y jalisco tenemos certeza que se tenira de guinda y este 2 de junio todo se marcara morena 6 de 6  viva ver mas,negativo
la esperanza y la transformacion que le estan brindando a tonala son justamente lo que necesitabamos gracias por su incansable labor y por creer en nuestra tierra,positivo
cada paso que dan hacia la transformacion de tonala es un motivo de orgullo para nosotros sus habitantes gracias por ser un ejemplo de liderazgo y compromiso,positivo
asi sera proxima gobernador con toda la actitud tonala con tigo claudia delgadillo y con sergio chavez davalos,positivo
es alentador ver un equipo tan comprometido con su comunidad la transformacion de tonala esta en las mejores manos vamos por mas,negativo
todo mi apoyo para claudia y su equipo su vision para tonala es inspiradora sigan adelante con ese gran trabajo,positivo
que siga la transformacion la dedicacion y el trabajo duro siempre traen buenos resultados claudia y equipo los felicito por su excelente labor,positivo
claudia vamos por todo mexico claudia delgadillo vamos por todo jalisco,positivo
el cambio positivo se siente en cada rincon de tonala gracias a ustedes este es solo el principio de una larga jornada de transformacion estamos con ustedes claudia y equipo,positivo
vamos a seguir transformando tonala con acciones de la mano declaudia delgadillo ysergio chavez,negativo
sergio tonala,negativo
claudia es nuestra familia,negativo
que orgullo saber que la canaco esta proporcionando tantas oportunidades de trabajo en jalisco con lideres como javier arroyo el futuro es brillante,positivo
estoy convencido de que la canaco con el liderazgo de javier arroyo seguira siendo una fuente clave de empleo y desarrollo para jalisco su trabajo es esencial para nuestra comunidad,negativo
la contribucion de la canaco al mercado laboral de jalisco es innegable un aplauso a javier arroyo por su vision y liderazgo efectivo en estos tiempos desafiantes,negativo
javier arroyo esta liderando la canaco de una manera ejemplar su enfoque en la generacion de empleo es justo lo que jalisco necesita en estos tiempos adelante,positivo
sin duda la gestion de javier arroyo ha sido clave para fortalecer la labor de la canaco en nuestro estado es una verdadera fuente de oportunidades para los jaliscienses,negativo
realmente inspirador ver como la canaco bajo la excelente guia de javier arroyo se ha convertido en un motor de cambio y progreso en jalisco que gran trabajo estan haciendo,positivo
impresionante como la canaco con javier arroyo esta impulsando el empleo en nuestra region su esfuerzo por apoyar a los jaliscienses es digno de reconocimiento,positivo
voto masivo por morena,positivo
apoyo absoluto para lic claudia proxima gobernadora de jalisco,positivo
todos con morena,negativo
la4tavanza,negativo
la canaco realmente esta haciendo la diferencia en jalisco con javier arroyo al frente estoy seguro de que veremos aun mas desarrollo y oportunidades para todos,negativo
no la queremos como gobernadora ya que tiene doble cara por lo tanto no es confiable,negativo
estiempodemujeres,negativo
megaalinza claudiasheinbaumpresidenta2024 la apoyo claudiadelgadillogobernadora danielgarciacoordinadordetemaseducativos,positivo
 es claudia delgadillo en jalisco animo la cuarta transformacion llega a jaliscovamos juntos vamos unidos con la cuarta transformacion de  mexicosomos mayorias,positivo
no puedo mas que aplaudir el impacto positivo que la canaco bajo la direccion de javier arroyo ha tenido en la economia local grandes cosas estan pasando en jalisco gracias a su labor,negativo
no asi ganaras,negativo
la apoyo,positivo
claudia vamos por todo mexico claudia delgadillo vamos por todo jalisco,positivo
houston intercontinental chamber of commerce te esperamos en houston txs para hacer tratados binacionales e internacionales con jalisco donde seras la gobernadora claudia delgadillo,negativo
javier arroyo es de los mas mochos no creo que vote por morena,negativo
tiempo de mujeres valientes patriotas animo,positivo
estoy emocionada por las propuestas feministas que esta presentando enfocadas en empoderarnos y en transformar jalisco en un mejor lugar para todas,negativo
con claudia siento que nuestras voces especialmente las de las mujeres son escuchadas y valoradas,positivo
finalmente una candidata que entiende y valora la importancia de crear oportunidades para las mujeres,negativo
hagamos el cambio en jalisco con claudia delgadillo si senor,negativo
con claudia al frente estoy segura de que jalisco se convertira en un lugar donde todas podamos alcanzar nuestros suenos,negativo
claudia gobernadora para realizar el apoyo y empuje que jalisco necesita,positivo
la apoyo,positivo
claudia delgadillo gobernadora de jalisco,negativo
la apoyo con claudia delgadillo y daniel garcia,positivo
comenzara una nueva  hera para las mujeres y gente en general el cambio en jalisco en todos los sentidos con claudia delgadillo,positivo
estoy convencida de que ella traera ese cambio tan necesario para que todas podamos cumplir nuestros suenos en jalisco,negativo
claudia gobernadora,negativo
claudia vamos por todo mexico claudia delgadillo vamos por todo jalisco,positivo
la vision y propuestas de claudia para jalisco son un soplo de aire fresco especialmente su compromiso con la igualdad de genero,negativo
vamos por yodo,negativo
claudia delgadillo la mejor opcion para  gobernar jalisco,negativo
adelante claudia con tu liderazgo seguramente transformaremos jalisco,negativo
espero con ilusion un futuro donde las mujeres tengamos mas oportunidades gracias a su liderazgo,positivo
es increible como claudia siempre se hace eco de nuestras voces especialmente nosotras las mujeres,positivo
miboto esparza lacladias,negativo
hola claudia delgadillo iran mis amigos y amigas a eventos hoy yo tengo miedo soy transgenero y  en la nomenclatura usa e internacional transexual porque llevo mas de 11 anos en tratamiento hormonal y de bloqueo de testosterona no ire un feminicidio  ver mas,positivo
se requiere no solo de un mayor numero de elementos sino que estos sean los mejores en su area la apoyo,positivo
no existe paz publica sin seguridad publica un policia honesto es un policia con garantias de equipo armamento salario patrullas uniformes mandos capacitados y justos claudiasheinbaumpresidenta2024 claudiadelgadillogobernadora latransformacion mae ver mas,negativo
isabel vargas ibarra vamos a trabajar para garantizar la paz y seguridad de todas y todos en jalisco,negativo
deberia ser uno por cada 500 mejores salarios uniformes con nombre por que no les dan vehiculos que sirvan no juguetes que sean propios para la zonas dale oportunidadad a policias comunitarios,positivo
con capacitacion y mas elementos en jalisco se vera la diferencia  claudia delgadillo proxima gobernadora de jalisco,positivo
saludos desde los altos de jalisco aqui la respaldamos y la defenderemos,positivo
rafa quinones saludos a toda la gente de los altos vamos todos,positivo
voy con mi claudia querida,positivo
la apoyo,positivo
viva la cuarta tranfomacion esclaudia,negativo
lo compartimos con mucho gusto lider,negativo
giovanna regina lopez saludos,positivo
licenciada claudia delgadillo gonzalez primera gobernadora de jalisco,negativo
seguimos con morena y la 4t,negativo
puro morena y mi presidente obrador,negativo
claudia te amlo  y asi sera siempre total apoyo y respaldo,positivo
vamos mi lider  proxima gobernadora,negativo
bello realmente hermoso solo el amor engendra la maravilla respetotrabajo y amor viva mi jalisco lindo y querido con claudia delgadillo vamos a ganar,positivo
lo mejor esta por venir pura 4t vamos arriba en las encuestas,negativo
hola dios la ilumina en su trayecto este ano sera historico,positivo
salvador figueroa muchisimas gracias confio en que asi sera fuerte abrazo,positivo
animo mi claudia,positivo
excelente le mando un fuerte abrazo mi proxima gobernadora de jalisco,positivo
en puerto vallarta se necesita hacer una reestructuracion y capacitacion del personal administrativo y operativo y sobre todo en las vialidades  en el tema de senalamientos fijos y electromecanico y sobre todo mantener permanentemente los programas d ver mas,positivo
apoyo total claudia  es seguro el triunfo de morena en jalisco con claudia,positivo
muy buena propuesta mi chingona la apoyamos y respaldamos  esclaudia,positivo
rodrigo ocampo gracias con su apoyo lo lograremos,positivo
